token,attribution,count
flood,0.2642015306839773,4
bomb,0.2639693509405695,1
jihadist,0.263268403833093,1
freakish,0.2627490098556921,1
Dem,0.2622427457271791,1
RACIST,0.26203250395784394,1
crazed,0.26149835076567296,3
ironic,0.261088328110914,1
murdering,0.26098551094272315,2
constitutionalist,0.26035207339264727,1
deaf,0.25946133856056397,3
baiting,0.2593479619697783,1
bump,0.25905819872272307,2
unpopular,0.25901608319796043,1
shadowy,0.2587001127669901,1
unready,0.2583149413229563,1
ominous,0.2580576027872668,1
blasts,0.2580239750942498,2
aliens,0.25797939560882244,19
fuel,0.25740351204789014,2
flagrantly,0.2571538610743297,3
Ruin,0.25663194855676985,1
sin,0.2564491844025362,1
mania,0.256228999377093,2
cohorts,0.2557061075693867,2
trap,0.2555938278223419,2
eco,0.2555584555566967,1
frenzy,0.2547706935871185,1
incompetence,0.25451396865635667,3
whirlwind,0.25308626805325046,1
skull,0.25300923464105873,1
junk,0.2527543057551038,3
Feminists,0.2527191477958528,1
spotty,0.25253385735712597,1
sadistic,0.2523273973588028,2
propagated,0.25224998060217835,1
obsessed,0.25215141029361693,3
disarray,0.2519619311936647,2
terrifying,0.25188844808453387,3
militant,0.2517019223238422,1
flunky,0.2514870231124747,1
bloated,0.2510469301020702,3
stunts,0.25024250294546807,1
ripping,0.24981103266787247,1
Islamophobic,0.24902321370746322,1
reliably,0.24881229131553909,1
antifa,0.24880727617964007,1
snap,0.24867696823053154,1
rosy,0.2483510363757616,2
ignoring,0.24830534505161925,2
lashed,0.2478606979873007,2
enthralled,0.2478238579328345,1
bevy,0.24781490731610745,2
bizarrely,0.24740866980421738,3
unsubstantiated,0.24729004873553243,1
ducked,0.2467916483529588,1
infiltrating,0.24672196747774025,1
dirty,0.24664669958790442,4
Crazytown,0.24663358958363762,1
archivist,0.24659404759248404,2
eyed,0.24609426798547934,1
persecutors,0.24527668610239767,1
wasting,0.2450890848319362,1
rhetorical,0.2449273989345058,3
bleak,0.2449247511428438,1
darling,0.24472534072289365,1
passionately,0.2446263554715659,1
draconian,0.24456851937814444,4
whims,0.24455037523958364,2
blast,0.24419189725453863,2
brilliant,0.24281827868116657,1
pitiful,0.2425112319271782,1
fools,0.2424311959991996,1
bloody,0.24233365405685195,1
Rambling,0.24228945935136081,1
debilitating,0.24171655531228545,1
malicious,0.2407233394542097,1
warpath,0.24067166905161136,1
targeted,0.24037187484132577,1
MAGA,0.24005990413426417,2
crusade,0.24001989972201457,5
unprepared,0.239925860105045,1
quasi,0.23986569333382227,1
unnecessarily,0.23894186042321083,1
portraying,0.2387457275119777,1
organizer,0.23756570965157764,1
mockery,0.23749351335916924,3
bowing,0.23722677277312598,2
Pork,0.23710300695972472,2
scourge,0.23680242006424965,2
Extreme,0.23672239941557754,1
tyranny,0.2366154519532353,2
junkies,0.23638483455539253,2
predatory,0.23628895334062752,5
naked,0.23621389537126988,1
Woke,0.23609279584938458,4
frustratingly,0.23606423584722713,1
tarring,0.2356912751619302,1
vagueness,0.23567522165741042,1
goose,0.2355886749835107,1
Firebombs,0.2351024890344679,1
amusing,0.2350955788156413,1
buying,0.23491607358132896,1
mismanagement,0.23433073998420445,2
devil,0.2342311098668603,2
terrorism,0.23401752055710434,4
dawdling,0.2330738960489656,1
sexism,0.23279399398639633,3
Before,0.23056648804917707,1
Pundit,0.2303460871814282,1
neoliberal,0.23002689076817376,1
sabotage,0.22986339786971502,2
regular,0.2298542447386997,1
panned,0.22946229210865055,1
erroneously,0.2294086165368712,2
exploitative,0.22930636775128374,1
flippancy,0.22895909586361896,1
unethical,0.22871933110505815,1
nutty,0.22859733858543715,1
slender,0.22859306662177964,1
dragged,0.22787020711949893,1
private,0.22770280177469962,1
missteps,0.22755020747003982,1
continued,0.22745591453261538,2
possibly,0.22705449624280993,1
needless,0.22686964930371178,1
shenanigans,0.22680819394248103,1
proceeded,0.22666251541485638,3
dumb,0.22650272816897882,4
strange,0.22608994661106346,2
disgust,0.22592992901736164,1
rips,0.22518212761141362,2
obsession,0.22504135714677206,5
staggering,0.2250341002738597,1
horrific,0.22467013043576115,5
slam,0.22460750306549712,2
countless,0.2245340305434276,1
hazy,0.22445698996979876,1
dodged,0.2242952005532668,2
powerbrokers,0.22417545690966934,1
harass,0.22302173948014836,1
sneaking,0.22294479435026426,1
Smearing,0.22292024016906858,1
radically,0.22275116723017907,2
regime,0.22257826655530188,2
glowing,0.22247094565300238,1
fat,0.22213157316040888,2
loving,0.22203903984281623,3
hot,0.2219853045576488,1
paint,0.22184263463893228,1
slapping,0.22154644787638875,1
vigorously,0.22108321404390135,1
busting,0.22102300685946286,1
complained,0.22079304149314194,1
orchestrated,0.22071717900518475,1
tactics,0.22070062389827327,1
veil,0.2204525867322583,1
Disgraced,0.22007517541960286,1
anarchy,0.21959870819533056,1
piggy,0.21890231376120964,1
zillionth,0.21884127427095432,1
misbehavior,0.21874384378058925,2
destroyers,0.21867259944658843,1
awful,0.21819769665493885,2
intractable,0.21814879720047706,1
miserably,0.21760161214658866,1
obsessions,0.21745967052168536,2
claims,0.2172793632436639,21
bitter,0.21726830485951845,2
saviour,0.21697200438242148,1
creepy,0.21683891675815675,2
exorbitant,0.21677681086274028,2
uglier,0.21653070032946975,1
sexist,0.21650781044000197,7
disastrous,0.21620288889834463,3
crying,0.2160423797017087,1
load,0.21588672142532395,1
incompetent,0.21585804597479102,2
leftward,0.21575728925699963,2
giveaway,0.21563217473738033,2
allegedly,0.2149774909276143,1
characteristically,0.2148458065033874,1
spewing,0.2146839938041228,1
Tellingly,0.2145934754238255,1
looters,0.21451222204031478,2
vaunted,0.21435696154207917,1
pathologized,0.21420245895576864,1
democratic,0.21385990193834703,1
ignored,0.2137490710681872,3
lunatic,0.2137445545498127,1
radicals,0.2137102964352106,2
besieged,0.21366331480305473,2
predominantly,0.2134780446284244,1
abysmal,0.2133164819739859,2
Europeans,0.2132835839927979,1
content,0.21320380970069294,1
stunting,0.21268637009201147,1
worldview,0.21262519335161406,1
seeking,0.21232470618726243,1
pure,0.21194241615488296,1
whistles,0.21154433162562636,1
statist,0.21081274645175022,1
page,0.21071491634876005,2
malfeasant,0.21038935245369095,1
giant,0.21033293863541247,8
asserted,0.21033084025529666,1
destructive,0.20976126409278475,2
disaster,0.2094502594348823,6
hypocrisy,0.2092230385591105,3
homosexual,0.20914862577517884,1
skinheads,0.20908956099794893,1
gushing,0.2088986241890577,1
aggressively,0.2086922702337326,7
forgetful,0.2078559485780029,1
At,0.20760550598580588,1
toxin,0.2074210148067206,1
vandals,0.20731839727036003,1
raged,0.20723133521986756,1
utter,0.207228026519702,2
bunker,0.2068536700585411,1
overruled,0.20596320065204593,1
devils,0.20586933637739155,1
waving,0.205820350551745,1
tinkering,0.20505107874719028,1
interview,0.20479502083635484,1
Jesus,0.20466529451502022,1
ideologies,0.2042064929717905,1
boozy,0.20419317255750488,1
Shoplift,0.20414025836918945,1
screech,0.2037505765763856,1
bosses,0.20373215207098372,1
worsens,0.20342359098212234,1
Islamist,0.20302803181026796,4
wingers,0.20287561544907254,4
bile,0.20285941142677966,1
cricket,0.20276944120629103,1
Radical,0.20259295478548958,1
struggles,0.20248021550587025,1
indoctrination,0.2023297838597672,3
embattled,0.20220756031188886,1
foolish,0.20216524479957193,1
fueled,0.2021536785044635,2
revolutionary,0.20194851498536032,1
glossy,0.20158773993620194,2
understandably,0.20123457985958396,1
Pseudoscience,0.2005244912343689,1
Bigotry,0.2004865779457206,1
Führer,0.2004175968882158,1
illegal,0.20025751939319592,28
quixotic,0.20020500167340627,1
Voice,0.19995844498979973,1
perverse,0.19977774498302128,3
inactions,0.19971148327467603,1
disgusting,0.19958104765057816,3
shit,0.19949679753671057,3
erupting,0.19940948780083909,1
sighted,0.19930261004732694,1
layer,0.19908625628643717,1
strip,0.19892723188619588,3
strapped,0.19883073513444569,1
dominant,0.19874044566544458,1
hacks,0.19820920778877155,1
notorious,0.19772129924815512,2
slinked,0.19722475440608928,1
dug,0.1971295506031775,1
ruinous,0.1970699841826623,1
plutocrat,0.19685337032035827,2
wonk,0.19678630796814642,1
goober,0.1966436643707917,1
savage,0.19663793383574174,2
irresponsible,0.1959139967523049,2
blunders,0.1952718493964805,1
harmful,0.1949973177657759,1
hurled,0.19454405098173022,1
astonishing,0.19409323479637997,1
rambling,0.19369714721170517,3
provoked,0.19354442996079116,1
Americanism,0.19303137920851252,1
miasma,0.19300517307809922,1
messes,0.1927468569639525,1
horde,0.19253705465322724,1
assault,0.19232498716663102,3
obnoxious,0.19229567354545193,1
liberaltarianism,0.19225967108199596,1
skirt,0.19201374429665685,1
insults,0.1917058367400057,1
lurches,0.19162052222500378,1
know,0.1909638513031975,1
Crazy,0.19091580252444695,2
warming,0.1908902269262258,1
licking,0.1908225240397226,1
useless,0.19077390591439403,2
terrorists,0.19055611928928082,11
ditch,0.190445270493736,1
revisionist,0.19034974630809823,1
damning,0.19003191745626996,1
declared,0.18982629959000194,1
TrumpWorld,0.18975861672381414,2
toxic,0.18942892371617315,9
terrorizing,0.18935420360608193,1
terrorist,0.18906335911965091,9
harvesting,0.18905053375387823,1
blown,0.18899782288322797,2
beast,0.1888783159067261,1
outrageous,0.18878896419999305,2
unbelievably,0.18869350450345546,1
militarized,0.18838552067708714,1
cloaks,0.18826899320374246,1
sloganeering,0.18821742269141467,1
carnival,0.18818937244381914,1
baffled,0.18809061082189976,1
sang,0.18807186118269753,1
axed,0.18806747040331562,1
Bannon,0.18805408769915669,1
deceiving,0.1877825662086979,1
homosexuality,0.18753825501090815,2
Bill,0.18747879047108723,2
birtherism,0.18742978147680595,1
pseudoscience,0.18731262664514142,1
shines,0.18685952673481937,1
railed,0.18653503926121306,2
voiced,0.18653076274229788,1
ferocious,0.18642410517427407,1
crusaders,0.18624201704403726,2
wokist,0.1859067309058659,1
tearing,0.1857860273755316,1
Balls,0.18574244567944828,1
occupied,0.1855962440076035,1
litigators,0.18534731384750963,1
Substances,0.18503267420068167,1
flexes,0.1850132118021191,1
garb,0.18467726059300996,1
insane,0.18455012692327566,2
cumbersome,0.18454473822203665,1
rioters,0.18430605722504795,2
unlikely,0.18389570559155166,1
skeptics,0.18380651469211193,1
slogans,0.18379263742285645,1
mass,0.18341163249628717,1
ugliest,0.18337837102107682,1
cold,0.18330806618859127,1
bigoted,0.1830957557471153,3
bigender,0.18292151505550483,1
emboldened,0.18277975845695824,3
licentiousness,0.1827242700731766,1
nonsense,0.18267419377605684,4
daring,0.18264051204240808,1
folks,0.1823472787463859,6
woke,0.1823115637602188,9
getting,0.18229875144588464,1
stealing,0.18222147384916126,1
delegitimising,0.18218820578436734,1
bolder,0.18215174352674512,1
soft,0.18206143189901428,2
Newsom,0.18179155552028053,1
teeth,0.18177035675082656,1
waxed,0.18161718539397423,1
Catholic,0.18150051668753114,2
grown,0.18130723994214543,1
magical,0.18130309751397966,1
stunning,0.18128508649237343,1
radical,0.18126393498490034,33
outraged,0.18120218785311842,1
petty,0.18103871244662817,1
hoax,0.18038830292918487,6
bigot,0.1801802993842379,1
monumental,0.18016341123363755,3
separate,0.18000345189985015,1
promptly,0.17998706858477082,1
keep,0.17984208826084433,1
inflict,0.17969366347621127,1
riotous,0.1796333256859713,1
bankrupted,0.17960380457565048,1
sycophants,0.1795893526210026,1
Now,0.17953236083598734,10
praises,0.17952538760588596,1
touted,0.17939498376590565,6
gassed,0.17938109128636046,2
crusader,0.17933819762344255,1
fleeting,0.17932551518730405,1
place,0.17926073824436378,1
fabricating,0.17918036473320997,1
forced,0.17907299480099528,9
flops,0.1787246607561424,1
myth,0.17871046842278732,5
sucked,0.17860565845215703,1
comes,0.17841752618856552,1
elitist,0.17833201934616483,1
never,0.17734436207814014,5
slipping,0.17721103965441107,1
falsifiable,0.17719665705064,1
troll,0.17696325966238724,3
pipelines,0.17695326039629403,1
sinister,0.1767528683823233,2
ballooned,0.17673792235655883,1
metaphysical,0.17673460057998747,1
lockdown,0.17673066181588354,2
wealthy,0.17646873977325875,3
Nevertheless,0.1764684978761318,2
flirting,0.17613795129464957,1
alarmist,0.1760973877307464,4
thugs,0.17568490326104383,5
dishonest,0.1754562326907223,2
disgusted,0.1751575712976403,1
poisoned,0.1750516075538246,2
Sure,0.17496842110003602,2
beaten,0.17494216675501173,1
ravaged,0.17490031770219563,2
Dithering,0.17487751498279222,1
antithetical,0.17482365262136587,1
conspiracy,0.17470156963395908,12
caricature,0.1745737466546954,1
quick,0.17404267277922247,3
depression,0.17391783923827986,1
reformers,0.1738942006551351,1
destroy,0.17362232718392426,7
vast,0.17355784725316994,1
unable,0.17342738438456218,1
dose,0.17341276073461626,1
ramming,0.17323354428286414,2
seemingly,0.17320995749403506,2
surprisingly,0.17294501545329138,2
dishonor,0.172812452194398,1
riled,0.1727677238820891,1
pretend,0.17273918760775495,3
contagion,0.1727304357228297,1
disappointed,0.17251092105355412,1
horrors,0.17250660442843654,3
Bernie,0.17248207323167042,3
Media,0.17233149175562107,1
stigmatizing,0.1721912629317086,1
outrage,0.1718005452748812,7
poisonings,0.17175279854960768,1
democrats,0.17162785982320028,3
Murder,0.17152535263789198,1
handled,0.17149845152630047,1
cling,0.17138697193592448,1
bounty,0.17116084196273793,1
ghouls,0.17111294050966114,1
horror,0.17086911934184926,4
enabled,0.17060507515300638,1
fierce,0.17057094908498935,2
Where,0.17050817552858086,1
audaciously,0.17039361075917253,1
Slavery,0.17037297953480998,1
thwarted,0.17008266701414487,1
Ignores,0.17007427642742554,1
flee,0.1700707957267778,1
Then,0.1700592258673868,2
lackluster,0.16991174598314904,1
hurty,0.169835044088048,1
havoc,0.16959370287001738,3
Top,0.16929027368791105,1
harshly,0.16915645834875992,1
pluck,0.1687237980040236,1
subjected,0.16852779897795167,2
mentality,0.1684739551845982,1
eager,0.1684418235719895,1
Extremists,0.16804044550156358,1
inhaling,0.16789775575608543,1
abortion,0.16763183861181957,31
tabloid,0.16722667893176027,1
Interestingly,0.16717687356887034,1
laurels,0.16716153282327406,1
tweet,0.16705436247445812,1
criminality,0.16693474990626875,1
thumb,0.1667882152735487,1
mega,0.166720416212227,1
coursed,0.16665181481492297,1
prolific,0.16629787327281878,1
impose,0.165889369802675,1
Roth,0.16573950245720306,1
crush,0.16559708681198332,1
cronyism,0.1653587023025322,2
execs,0.1653084502513123,1
lethal,0.1652027849006534,3
incredibly,0.16520228309808663,4
cram,0.16513670352275406,1
loaded,0.16500641978809488,1
filled,0.1649872184821555,3
charm,0.16488206355179047,1
angry,0.16397525522739445,3
tirade,0.1638116574990795,2
Gov,0.16369101424179908,1
lambasts,0.1635688041133057,1
sobering,0.16334065414740445,1
Antifa,0.16322681599826996,13
irresponsibly,0.16322473248784472,1
nationalist,0.1630549307667385,8
contradictorily,0.1630445704433312,1
grilled,0.16297036590329977,1
claim,0.16272190660422087,30
womb,0.16269297214552544,1
Crow,0.1625840321767406,1
perverted,0.16249670311780623,1
electorate,0.16240802710546023,1
divisive,0.16230237610079334,2
Hollywood,0.16202670919438958,2
manipulating,0.16165856808501786,2
powerful,0.16164615399557195,1
itself,0.1616182977040914,4
infanticide,0.16160484026128547,1
battleground,0.16156973857032605,1
unconstitutional,0.16156946474527226,1
keeps,0.1615569192063546,2
infamously,0.16128510861337825,2
euphemisms,0.16125243448269655,1
extremists,0.16104336434292071,5
Egomaniac,0.16091707404475725,1
nasty,0.1607525969028191,3
penises,0.16052399721914823,1
willful,0.16051130644975117,1
drastically,0.1603986510538819,1
rather,0.16025367119426212,2
evade,0.16007774275340886,1
Left,0.1598673757379411,10
ignited,0.15981897342194107,1
wonks,0.1597254059894532,1
sleazy,0.15967928079125795,1
slipped,0.15939102463844276,1
openly,0.15935994302001985,2
devolved,0.1591978652894547,1
bludgeon,0.15910249011848893,1
far,0.15904656013647414,8
curtailing,0.1589600070980352,1
playing,0.1589562318396562,2
concocting,0.15881735046266593,2
decades,0.1587718395149818,3
lurch,0.15876732918790118,1
flexing,0.1586560986907261,2
insensitive,0.15855533762283547,1
awfully,0.15845547545858055,1
blush,0.15829524345549376,1
Democrat,0.15827954116552834,15
Meanwhile,0.15820645138065592,2
victim,0.1581997125241417,3
guy,0.15814510516829933,2
tsunami,0.15814040846386193,3
hating,0.15813595224751428,1
manifesto,0.15809700133423465,1
inhumanity,0.1580966591404447,1
mock,0.1580273335223728,2
propagation,0.15801186019229918,1
tippy,0.15791184021127835,1
foul,0.15781260621642657,2
gibberish,0.15779530648535814,3
secular,0.1577586255427305,1
neo,0.15774014869613687,1
supremacists,0.15773250338089692,3
promote,0.15768782460591188,1
killing,0.15761359107135067,6
blaming,0.1575757261331544,2
