token,attribution,count
By,0.15755948888202323,3
wrong,0.15750575580842377,2
pitch,0.15746442388492027,1
posting,0.15731879347064584,1
ideology,0.15730211938084399,17
absurd,0.15704489469968938,3
slapdash,0.15696039443581208,1
Portraying,0.15695360738961123,1
subsidized,0.15677521023305896,1
threatening,0.1567413000989825,4
ignores,0.15668422939384125,1
Trumpism,0.15656430426889106,7
looming,0.15642019629997778,1
operatives,0.1564179695987553,1
brags,0.15639874014974461,1
deceitful,0.15621534131898293,2
terrible,0.15614363057053524,3
brutalizing,0.15603269831366348,1
Muslims,0.1560184600991686,1
gone,0.15601746666288535,1
mired,0.1558790868752524,1
endemic,0.15587419737541616,1
hero,0.15583936164539183,1
ugly,0.15569302955747472,4
grovel,0.1556230462498479,1
unmasked,0.15562185463491318,1
Leftist,0.15555176387573671,1
existing,0.15546356990875507,2
gulags,0.15536964216951374,1
reckless,0.15533919032167565,2
stripped,0.15528861308272582,2
splattered,0.15527307222348619,1
criminals,0.15510918019961115,6
Male,0.1550608714762268,1
abortionist,0.1547266876377667,1
unconscionable,0.1547070944163927,1
escalation,0.15435482282324983,1
forgive,0.15426418387396862,1
fear,0.15421467916364753,3
brave,0.15414828999114719,2
heels,0.15380413425491177,2
fascist,0.15370770278282822,5
sewn,0.15365111480255625,1
dramatic,0.15335315199518715,3
feverishly,0.15307599450311105,1
onslaught,0.15302072500945146,2
unleashes,0.15294415466555877,2
Islamic,0.15290923473890586,5
narrative,0.15285668178831782,3
stolid,0.15241560636821144,1
phony,0.1523774783221451,2
Rushmore,0.15221659043946403,1
beings,0.15221145136233796,1
oddly,0.1521997587410072,1
craters,0.1521430880266378,1
intrepid,0.15211076361794723,1
NeverTrump,0.15206219820986702,6
courting,0.15200396444814146,1
Obama,0.15184042767410402,5
With,0.15175612953487938,2
insupportable,0.151718926824864,1
threatens,0.15159910978372154,2
orthodoxy,0.15154944166511042,1
Medically,0.1514862828621076,1
sharp,0.1514847247407985,1
committed,0.15117464653290394,1
cop,0.15097022362294274,1
throes,0.15095880994958935,1
transgender,0.15093270979970605,10
trauma,0.15092917223188984,1
elaborate,0.15092629788078987,1
nauseating,0.1508340648832307,1
pornography,0.15076825494656926,3
Claims,0.15059858060523212,4
faith,0.15058797594077772,1
selfishness,0.15055265393481707,2
lobby,0.15051942258339332,8
insanity,0.15048060086303222,2
populace,0.1504168023762017,1
addict,0.15034398728338308,1
spectacles,0.15024307556998634,1
unhealthy,0.1501484212170088,1
predictable,0.15012164309548426,2
shamelessly,0.14986004908801492,2
vowing,0.14978380549621553,3
politics,0.14975419665736692,6
morning,0.14968619424447624,1
smeared,0.14956646305601795,2
crammed,0.14952410757244725,1
celebrity,0.14943066029480848,3
unleashed,0.14917527200821892,3
wild,0.14916236489245394,2
orgy,0.14907521581465813,1
deride,0.1488806631123231,1
Big,0.14877791728438,4
soil,0.14875333297637794,2
Trump,0.14860317604266077,331
glaring,0.1485717118228542,1
Marxist,0.1484347835771271,5
jets,0.14826674277852014,1
rapists,0.1481558867538468,1
indulging,0.14801826482089833,1
convincingly,0.14789546080937827,1
old,0.14759951610547128,1
Armageddon,0.14759945531447946,1
rental,0.14749054584439872,1
misusing,0.1474349633186596,1
Climate,0.14734198559827294,1
gut,0.1473173027354218,4
madness,0.14730084295112317,3
Circus,0.1472732392029276,1
Almost,0.1470903078102386,1
perpetuated,0.14708938858057893,1
volatile,0.14694084745472547,1
fondness,0.1469211306514235,1
poo,0.1468952510348284,1
Breitbart,0.14683669215161457,6
raped,0.146643076636863,1
Violence,0.14662708195406493,1
dead,0.1464692265764772,2
lack,0.14643457804822527,3
anyone,0.14641821385874973,3
spin,0.14629158435460365,2
bigotry,0.14623938576341408,3
resettlement,0.14623750708587324,1
ablaze,0.14622216678529745,1
socialist,0.14609605794017208,5
dog,0.14607792487071566,2
Greta,0.1460011839827219,1
Pelosi,0.14594817324848006,5
haven,0.1454613879013758,1
Frustrated,0.1454100952652768,1
racism,0.14531489302206574,17
crippling,0.1452458344619878,1
greenwashing,0.14509286127528176,1
smog,0.14494104761902835,1
foreign,0.1449406564339125,4
Mary,0.14489738475923142,1
000,0.1447716215639948,1
crime,0.14471679012208682,5
fattened,0.14455607689269123,1
LGBT,0.14455436443642958,6
elites,0.1445265133714443,8
graduates,0.14439073300736593,3
demean,0.14431380125911566,1
LGBTQ,0.1442784893067997,5
ones,0.14407405700846912,1
exploded,0.14399194974213433,3
overtime,0.14388420165334925,1
faces,0.14370941038806223,1
massive,0.14364304420145255,9
often,0.14361296122203185,3
squeeze,0.14360920445107225,1
homophobes,0.14353191175520058,1
coup,0.14337633562936175,1
Lots,0.14333970541193167,1
Boot,0.14324167706774407,1
vilifying,0.14314838199190774,1
Every,0.14310482338631264,1
hateful,0.1431047160551116,2
appeared,0.14286624099995548,2
Illegal,0.14284815635946393,1
lies,0.14282852509516214,10
cover,0.14277889048407597,1
forcing,0.1427724606601006,1
Package,0.1426686134126283,1
vowed,0.14262334926557924,1
hopefuls,0.14249359591162086,2
debacle,0.14247268351302245,2
sexuality,0.1423945966834619,1
Christian,0.1422701430295879,13
Aliens,0.14212503336526838,1
appropriating,0.14209187621507446,1
corrupted,0.1420483620983704,2
outright,0.14203907712434066,2
quagmire,0.14201589701033135,1
disgraceful,0.14198196574058092,1
clumsily,0.1419345084528711,2
forget,0.1419180682564235,1
wasteland,0.14191216802936638,1
grassroots,0.1418132863430371,1
virologist,0.14177374845298926,1
Freedom,0.1416711808788733,1
plane,0.14159204454951438,1
pathogen,0.141588868523143,2
Bastille,0.14146695568770565,1
generously,0.1413942352839629,1
loophole,0.14123393725458389,2
bluster,0.14110172993621403,1
pitfalls,0.14107199534578765,1
hate,0.14087109768054126,7
engineering,0.14076578842035847,1
COVID,0.14073590202747258,1
disaffected,0.14072909433110758,1
exchanges,0.1406602335034332,2
vomiting,0.14065136429196504,1
absolutely,0.1404884090052244,2
racist,0.1404698792566876,41
dangerous,0.14044126654932113,13
Sexual,0.1404201257148,1
cynically,0.14021205848938306,2
planeload,0.14016576614296836,1
disinformation,0.14015801392980615,2
intolerant,0.14015252617477028,3
demagogues,0.1399959896674444,1
godless,0.13996672262578316,2
male,0.13995360985783892,7
frailty,0.13988538775865217,1
grooming,0.13979443268191533,1
plummeted,0.13961864413935127,1
disdain,0.13948189064923128,1
agenda,0.1394642809298428,10
enormous,0.13946082652721836,2
lone,0.13940087984431557,1
Mad,0.13935844247368426,1
battering,0.13925391044012797,1
wishlist,0.13919352743432528,1
doctors,0.13916731085379122,1
hyper,0.1390537886509054,3
stunt,0.1389039148768037,4
internationally,0.13885538019363472,1
debunked,0.1388290869441278,2
blocs,0.13877055287034445,1
eloquently,0.13871515294376352,2
womanhood,0.13870875866723953,1
dictators,0.13870233815434949,1
harassment,0.13859051999821526,2
basic,0.13858577389813365,1
stupid,0.13857992754164727,5
oppressive,0.1384521380167568,1
guillotine,0.13825564531065396,1
needlessly,0.13820897288571823,1
biological,0.13817115427652318,5
panic,0.1380570908496559,2
mobs,0.1380144140244132,3
perfect,0.13794665160618916,1
obscuring,0.13794405819732275,1
narcissism,0.13788752037748137,1
unwise,0.13785991518692267,1
whistleblower,0.137819702942794,1
mayhem,0.13774633219848767,3
hater,0.13762592224888684,2
hypocritical,0.13761241608393596,1
Rubio,0.1375249777297739,1
Actress,0.13746570757166124,1
sociopathic,0.13734838636356642,1
mocking,0.13719442961841305,2
violent,0.1370944769109981,10
confusing,0.13698266808825033,3
expensive,0.13696684864945802,1
anger,0.13688822341087611,2
capitalist,0.13687798347838367,1
Indeed,0.13675786870594156,3
obscure,0.13670615884936274,1
pawnshops,0.13669749715327925,1
environmentalism,0.1366812003826202,1
seemed,0.1365842520616767,2
callous,0.13655585003395396,1
buffoonery,0.1365525724359724,2
supposed,0.13655068045347055,2
storm,0.13654289405431083,2
apparently,0.13652065980886227,4
feminist,0.1365186549003681,3
become,0.1364908158519168,1
defiant,0.13638462053267822,2
antisemitism,0.1363550626061965,1
bend,0.1362962926814893,1
effectively,0.13626160658471084,3
evil,0.13613701656423569,7
desperately,0.13593820003665041,1
French,0.1356899663438303,1
Racism,0.13564737795837234,2
explosion,0.13555201144224338,2
sweeping,0.13554014019252444,3
Coronavirus,0.13543590882119574,3
Rocky,0.13536089474903812,1
chasm,0.13533328126883792,1
staunch,0.1353301749108079,2
wish,0.1352471823810042,2
admit,0.13524519929716156,1
brainworms,0.13512389907942302,1
gangster,0.1350252754851796,1
ilk,0.1347976044200342,1
Health,0.13473610785629334,1
destruction,0.13473351921841162,6
bait,0.13472871874358855,1
relishing,0.13459410293163854,1
plight,0.1345829835761824,1
consumers,0.13451600754496,1
raging,0.13450746618656848,1
unsustainable,0.13450395274045818,1
lesbian,0.13431896718636788,3
lambasted,0.13417360326536892,1
Tab,0.1341115254205031,1
CNN,0.13410053802479877,1
hotbed,0.13401465117398148,1
complaining,0.1339999761135847,1
meandering,0.13386975843000903,1
knocking,0.13383462979382166,1
continues,0.13382866665587206,2
string,0.13370608394872108,2
botched,0.13368218381870184,1
quite,0.13367376689937768,1
unqualified,0.13361792546787038,1
basement,0.13354611685541326,3
inefficient,0.13346335358780048,2
jamoke,0.13345676212017388,1
boards,0.1333484352621912,1
conservative,0.1332543471574548,8
doubles,0.13311453899295211,1
Nemesis,0.1329478524437206,1
ostensibly,0.1329443188765809,1
failed,0.13286042943455378,13
wokest,0.13285801588476073,1
luxury,0.13280370810665257,1
taxpayers,0.1327869976278668,4
fucked,0.13278586613283896,1
conservatism,0.1327420931582237,1
Inslee,0.1327162429955227,1
anti,0.1326747854652275,47
creatures,0.13263924680647393,2
Facebook,0.13261606388731936,1
payer,0.13258477736030594,1
blacklisting,0.13257221170095052,2
aggressors,0.13253609783955217,2
Ukraine,0.1325003545168788,1
selflessness,0.13235542721803462,1
refuses,0.13234124668240094,1
Garden,0.13234038301308929,1
bombast,0.13232972210310326,1
Jews,0.1323058876933617,2
blackmail,0.13218563118923035,1
clumsy,0.13217888751767898,1
wildly,0.13204154066092624,3
overstated,0.13186709911162345,1
impervious,0.13173543297372076,1
leftists,0.13172464027702896,11
Chernobyl,0.13166162268299125,1
stupidity,0.13164297515159132,2
murder,0.13163660282345618,5
restlessness,0.13160190549748052,1
army,0.13154099892219648,1
forth,0.13148123611348064,1
beneficial,0.1314760215240895,1
snookered,0.13147373637896403,1
Oops,0.13143249246866648,1
rant,0.13142570710749504,7
very,0.13132344335374158,2
basically,0.13121252860379667,1
style,0.1312031965859008,1
Karen,0.1310524093936289,1
monkey,0.1310396571928776,1
hatred,0.1309092256824987,8
seems,0.1308753798636672,4
damnedest,0.1308724360091377,1
The,0.1308689123312519,100
vomit,0.13056178744125238,1
raising,0.13043047725761114,2
governmental,0.13030855769990227,1
embarrassingly,0.1302741065650981,1
Gangster,0.13015013359111674,1
tongue,0.13009384063306897,1
bought,0.1300421357535855,1
prick,0.13004152773133212,2
Gays,0.13003553312835298,1
gullible,0.1297759174914834,3
enticing,0.1296972331771045,1
flatly,0.12965952316128324,1
How,0.12963996068802108,9
nothing,0.1295511470805489,11
mythical,0.1295408346905254,1
didn,0.12945112442187126,4
dollop,0.12942113944537487,1
spoke,0.1293315435166323,1
duel,0.1293170427120392,1
abusive,0.12929437444233383,2
penis,0.12927960647034614,1
delegates,0.12919589884588745,1
harrumphing,0.12908933763945987,1
class,0.12907858674136286,4
probably,0.12905409079763525,1
Fearful,0.12898313676294046,1
dogma,0.12895171678833228,1
hysteria,0.1287770057164478,6
migrants,0.1287717354074771,2
No,0.12875345527897078,1
fingers,0.12868231520790108,1
cherished,0.12863763395613162,1
McConnell,0.12842463276225136,2
cesspools,0.12841655025635368,1
Delusional,0.12814326781937785,1
controversial,0.12812980926134007,1
astroturf,0.12805705488880476,1
thinly,0.12799789669015468,1
grifting,0.12788674234320796,1
Of,0.12783906341735318,2
truly,0.1277481495849158,2
terrorize,0.12759572064838792,2
He,0.12757998754499833,5
gouge,0.1274087879703878,1
remarkably,0.12725852228120824,1
false,0.12725484157695421,12
fun,0.1270944214832504,2
yachts,0.1269751960141319,1
offering,0.12683204023773187,1
severely,0.1267978145934153,1
Fundamentalist,0.12674940456185899,1
wrenches,0.1267402849995859,1
guru,0.12665047445265976,2
White,0.12664235241625052,8
cleanly,0.12659108541311026,1
surrealism,0.1265658192321506,1
pretended,0.12656415042646274,1
Religious,0.12648523640148385,1
redefinition,0.12648463514673708,1
earthworm,0.1264538622923166,1
allied,0.1263563973066476,1
wing,0.12633734024810928,39
propaganda,0.12622549397956928,14
left,0.1261378081797956,34
patrons,0.12608047860421834,1
rhetoric,0.12598594066583196,5
blunt,0.12591343741772631,2
broadside,0.125870127266032,2
chaos,0.1257890533374277,13
bloom,0.1257382159748024,1
drastic,0.12569009921247876,2
rob,0.12566961913915886,1
Sarah,0.1256506704531798,1
progressive,0.12562565103265613,7
skills,0.12549755697531711,1
city,0.12548893869790306,2
controlling,0.12545276583959622,1
trots,0.12528062805069298,1
lying,0.12516382334969736,5
aggrandising,0.1251045708807564,1
fodder,0.12500408576931288,1
whiteness,0.12487123031378844,2
Beginning,0.12470468937409189,1
MSNBC,0.12469485461088631,1
abusers,0.12467614762780001,1
liberal,0.12463726159375418,10
every,0.12463218239750136,5
cruelty,0.12459550604732185,3
hoping,0.12455487978012322,1
plethora,0.12439771654553616,2
mantra,0.12427256845864154,1
trolls,0.12425006645988139,4
Iran,0.12423608130611064,3
Chimerica,0.12423284241498539,1
irrational,0.1241336239082805,2
Pandemic,0.12412217146768964,1
mafia,0.12404195857460039,3
county,0.12389992275454274,1
preserve,0.1238315483106113,1
setting,0.12378630692307724,2
Clinton,0.1237193812089307,4
threatened,0.12366032828450853,7
Stuffed,0.12359139984567778,1
recycled,0.12345009879866828,1
war,0.12344463577784835,7
hawk,0.12343802540702845,2
deadly,0.1234172545254442,5
Orange,0.1233978461884016,2
gin,0.12333047584259721,1
Jewish,0.12332454036523512,1
bonkers,0.12331866887673285,1
pluralism,0.12331441036065935,1
slashes,0.12300419877950251,1
stamp,0.12296796818196254,1
tone,0.1228164995933245,2
woman,0.12280887739021139,1
concocted,0.12270011385567148,1
objectionable,0.122692963629373,1
alleged,0.12265742384487158,2
steal,0.1225842540881951,2
righteous,0.12250339758462635,3
firebrand,0.12246055378987074,1
warp,0.1223975983457418,1
turf,0.12236513981729813,1
fragile,0.12227534013314818,1
bogus,0.12225654413598841,1
mercy,0.12218762215582722,1
surrogate,0.12207073675599953,2
Bad,0.12205003016450518,2
antics,0.12195967770705111,1
ridiculing,0.12175533265690837,1
lawsuits,0.1217041682197558,1
suppressed,0.12160262689771824,1
GOP,0.12144323155199449,11
proved,0.12143895089723285,1
inept,0.12140405355518702,2
knell,0.1213942849091483,1
crushing,0.12132388748566142,2
mistreatment,0.12128277367265868,1
therapy,0.12127190424871749,1
watched,0.12101951380552523,1
blackface,0.12099053321620762,1
muscle,0.12097896367068457,2
UltraMillionaireTax,0.12095799577958813,1
completely,0.12083493230086802,6
peaceful,0.12077508938000452,1
cult,0.12069777321246387,8
elite,0.12063864180886633,5
HEROES,0.12060748069525612,1
constant,0.12054841769520033,1
eviscerating,0.12050463946921784,1
dystopian,0.12047522900659748,2
inflexibility,0.12047482071184691,1
seem,0.12041470398068048,3
Or,0.12039618925709296,1
unprecedented,0.12031368522155966,1
knock,0.12027995215380945,1
As,0.12018146503194857,15
autocrats,0.12017743879651675,1
cow,0.12011470823655196,1
They,0.12007809117544503,9
dire,0.12003195711197037,2
thrust,0.12000100052569246,1
sheer,0.1199465041674622,1
diseased,0.11985710600387371,1
supposedly,0.1198182135811716,1
ill,0.11978658841103022,4
public,0.11972679837578584,2
crumbling,0.11966844692293614,1
too,0.11966554249961947,2
simply,0.11963872914178203,2
unnecessary,0.11961131483722859,4
plagued,0.1195904783245321,2
dropping,0.11958887124846113,1
Claim,0.11935346303156062,2
warriors,0.11931129853156809,1
destroys,0.11924671711406133,2
entirely,0.11920199271741203,2
coattails,0.11914771450963389,1
engulfing,0.11914508062911727,2
hostility,0.11908621116792928,2
blames,0.11900306041920193,1
profits,0.11891658314051763,1
sooner,0.11889257038230185,1
payday,0.11879891956562595,1
arsenal,0.11878899234678636,3
profit,0.11878310573891775,3
Saints,0.11866403600497911,1
flashy,0.11865163937715685,1
stoked,0.11849608942787575,1
words,0.11842091735348632,3
bestselling,0.11825047175398491,1
crimes,0.11824725413628431,4
mob,0.11822261774123372,6
namely,0.11811963791178501,1
defamatory,0.11810600307074755,1
painfully,0.11805727938688498,1
refugees,0.11800821785915,4
gloated,0.11793607423851397,1
thumping,0.1179191472483173,1
slew,0.11790293463515433,1
mainstream,0.11772643912404994,6
right,0.11770962489505447,14
host,0.11756074574832025,1
impractical,0.11753093399152774,1
kicking,0.11748423987944878,1
lofty,0.11742971944750534,1
suburban,0.11721940041280382,1
litigant,0.1172089321319007,1
Newsoms,0.11713189310132413,1
perpetuate,0.11703160181575653,1
ineffective,0.11699582080217631,3
sick,0.11698363348210532,3
So,0.11685728859448778,8
All,0.11677792406602047,2
ego,0.11675878837986213,4
Orthodox,0.11674786746839726,2
waste,0.1167342701272451,5
refuse,0.11672271195922079,3
avid,0.1167129715787836,1
bias,0.11669664454269432,2
When,0.11666597446445648,3
babies,0.11662714307424014,3
obviously,0.11661924839413926,2
abandonment,0.11655825934711136,1
cheerleaders,0.11642340062595244,1
violently,0.11639096220612279,3
None,0.11635319731880826,1
course,0.11627913902730014,6
unicorn,0.11626763162263053,1
chief,0.11625878596406508,2
kids,0.11625650603903216,3
appearing,0.11617872123532069,1
flop,0.11617724018024901,1
amassing,0.11617632869960468,1
mistrust,0.11609452005165632,1
hipper,0.11607247572546353,1
championed,0.11599913212707011,1
ardently,0.11592162999925822,1
thought,0.1158859994774677,1
undocumented,0.11583587826731054,1
warnings,0.11574705996687704,2
wiping,0.11567771927766277,2
Considering,0.11565824400504579,2
happenstance,0.11559298874559618,1
coffers,0.11557604635567131,1
slut,0.11542022234773401,1
sad,0.11539441981486583,2
wielding,0.1152917164621464,1
Washington,0.11521731397623884,3
biased,0.11519517249627004,1
backbiting,0.11509751725281307,1
Even,0.11507307252588964,8
promising,0.11499495156264689,1
coterie,0.1149446596514859,1
fascistic,0.11493333245677774,2
devour,0.11489999580186286,1
fetal,0.1148873697879091,1
shtick,0.1148840354074263,1
arbitrary,0.11487033516931636,1
credibility,0.11485186461635402,1
his,0.11483924324960341,63
relentless,0.11481273293483554,1
else,0.11480991209658632,1
vile,0.11479129720444772,2
community,0.11472024952669402,2
short,0.11468595528552504,2
dismantled,0.11458823218143178,1
menacing,0.11452760988174895,2
robbed,0.1144383476053243,1
nice,0.11442390112874207,1
ghoulish,0.11439473265141463,1
chaotic,0.11419095038247558,7
brutality,0.11414927209961895,9
ridden,0.1141331738215146,1
jacked,0.11410441902880351,1
Muslim,0.1140893065216012,12
fortunes,0.11408617923121975,1
legitimate,0.11399820181903844,1
immediately,0.11395448555307809,1
painful,0.11388506885693163,2
curious,0.1138843580149739,1
nightmare,0.11387261771553026,2
twisted,0.1138092949931275,2
shabby,0.113668036812898,1
spread,0.11366637848125416,1
backbone,0.11356791156180412,1
pounding,0.11334857707429138,1
engineer,0.11334592865697739,1
expense,0.1132803580722427,1
tempting,0.11320548637560107,1
peddled,0.11319786545646865,1
racists,0.11308863899868582,6
night,0.11299699085248216,1
mouth,0.1128995546339972,1
sob,0.1128835229742384,1
demeanor,0.11282383692597026,1
minion,0.1127742081225066,1
ideals,0.11274778767905774,1
apology,0.11273714291109674,1
responsibility,0.11273423435443387,1
inflicting,0.11269193203983809,2
lurking,0.11267089670465533,1
spree,0.11259735878924922,1
Transgender,0.11252906711838015,4
gobble,0.11242438217934753,1
bad,0.11237371565937826,7
attacking,0.11236907839684938,6
Green,0.11225693937498393,9
Wahhabism,0.11220757529905478,1
refugee,0.11220469199422367,1
bashing,0.11217582541664009,2
AOC,0.11215263284429038,1
megaphone,0.11202547266407138,1
fakest,0.11197365044918332,1
ignorance,0.11190368184365322,3
vocal,0.11190058708608329,1
bans,0.11181334172425288,1
clearly,0.11177340261464544,4
ever,0.11176062089282339,8
extraordinarily,0.11174525713752215,2
coward,0.11170289850640658,1
bullying,0.1115948328385395,3
victimhood,0.11159259317162826,4
Healthcare,0.11143959641021378,2
marriage,0.11143029106789867,1
tries,0.11142093575417711,1
spasms,0.11137908405981616,1
racket,0.11130016438830172,1
its,0.11126632738974972,18
capitalism,0.11123308545269459,1
cough,0.11120263454522289,1
For,0.1111597287368363,5
mentally,0.11112141013438398,1
Lecturing,0.11110230568474665,1
Abortion,0.11107572464537924,3
Republicans,0.11100482518069477,15
Internet,0.11096395637393285,1
giddy,0.11096194171801692,1
frail,0.11089088818342989,1
even,0.11085560937976764,17
defunding,0.11082506988565373,1
her,0.110807954173352,8
miracles,0.11074926112863728,1
facts,0.1105635118192945,2
Democrats,0.11055361776228458,50
reel,0.11054642065185952,1
totally,0.11042854329104416,2
maleness,0.11025868148147565,1
rioting,0.11019202278836591,1
devastation,0.110166273984205,1
Hedges,0.11012974588422862,1
Salon,0.10997369930842739,1
essentially,0.10997126609264635,2
party,0.10994855695617163,3
attacked,0.10992276562489864,4
moms,0.10987386742261618,1
Liberal,0.10986381268839875,1
prove,0.10980432750462711,1
Bush,0.10975719196338689,1
diabolically,0.10971474517771157,1
dismay,0.10971094415935745,1
supremacist,0.10969747529643797,8
This,0.1096183048965007,18
crap,0.10953458916129517,3
crowd,0.10949886520923988,4
stocks,0.10947606306784397,1
treading,0.10940547463870884,1
already,0.1093676911277596,5
hucksters,0.10932624845745598,1
SexEdForAll,0.10931919645641285,1
simultaneously,0.10929129881260084,1
Bloomberg,0.1092111345789121,4
Total,0.10920039929250967,1
quality,0.10919788090660798,1
titans,0.10919280429354805,1
nationalism,0.10915359871104591,5
HRC,0.10882008251106925,1
Policing,0.108790415086007,1
Malthusian,0.10875718674092125,1
yapping,0.10865919460659293,1
Socialist,0.10843545237025448,1
slap,0.1083789852089147,1
tales,0.108189674978327,1
gleefully,0.10815828100162712,1
destroying,0.10813736438194599,3
terror,0.10812007148226455,1
powerless,0.10809560101618262,1
megalomania,0.10808198634235062,1
uncanny,0.10804234715971575,1
fanning,0.10803389742195368,2
delegitimize,0.10801989747807775,1
exposed,0.10793756070586226,1
Because,0.10789354001473295,3
finally,0.10779690450201668,3
punditry,0.10774455636894421,1
criminal,0.1077281309961554,4
treason,0.10771484501230806,1
poised,0.10761247514301632,1
inappropriate,0.1076037040571037,2
liars,0.10754464520041034,7
rife,0.10753073163006333,3
jumped,0.10752741436558806,1
zealotry,0.10747042072554977,2
union,0.10725913980096041,2
figurehead,0.10724651698847859,1
demonizing,0.10721166684270829,1
entire,0.10718410005884096,2
Those,0.10715564710369001,3
pooh,0.10707737721639225,1
lauded,0.10704935063433556,1
largely,0.10702901728867881,1
cast,0.10702807148750669,2
unaccountable,0.10702604804097202,1
dysfunctional,0.10697120955857281,1
lifers,0.1069529507869462,2
Bizarre,0.10680473881741377,1
surely,0.10673953100558024,2
dehumanize,0.10673182532380444,1
gloom,0.10667106809358551,1
ideologically,0.10663104817269947,1
Cuban,0.10659407878634271,1
ISIS,0.10657945149089804,3
pushing,0.10648926771984309,3
wore,0.10647169495388084,1
isn,0.10620021717597887,3
lie,0.10607492729272394,7
corporate,0.1060641075389283,8
adept,0.106047182051498,1
ridiculously,0.10597867175634343,1
Actually,0.10596049701042347,1
agender,0.10592578570038388,1
Gag,0.10591007126579569,1
But,0.10586126441553911,23
worry,0.10580138586541066,1
extortion,0.10579944605093193,1
angrily,0.1057553512584701,1
mask,0.10566837448166841,4
monsters,0.10562144864373296,2
d,0.10555762839632046,1
again,0.10554838178701895,5
fairer,0.10523548456975376,1
destabilizing,0.10514671949911726,1
misogynist,0.10511812718022996,1
divert,0.10510942429592608,1
rational,0.10509159587898413,1
muzzle,0.10504869173860454,1
burning,0.10502466192278419,1
Islam,0.10497765917868788,6
An,0.10497649948943333,3
Iranian,0.10496350861119923,1
couldn,0.10494861139992642,2
Watching,0.10485660919106804,2
frustrating,0.10480318089620327,1
unrealistic,0.10462174265523914,1
wishful,0.10447903454803621,1
precisely,0.10446893901016137,1
die,0.10443038016828102,2
über,0.10441200243037223,1
Donald,0.10441046537571219,29
thievery,0.1043905033525459,1
murky,0.10434603444666767,1
claque,0.10419801227073247,1
legislate,0.10416427670991775,1
Israel,0.10416174613125989,3
illegality,0.10411584861847217,1
executives,0.10408006522735733,1
Prostitutes,0.10407675629090195,1
obstreperous,0.10400558275358261,1
partisan,0.10392890080903816,3
retirement,0.10390867796542615,1
suicide,0.10385253943444059,4
Customers,0.10365986837708269,1
screwed,0.10364858600025156,1
slave,0.1036430853689617,4
Man,0.10363357970160433,1
Insurrection,0.10359366306329178,1
squelch,0.10359050725500246,1
lacklustre,0.10348187797316853,1
charitable,0.10339249908695844,1
shore,0.10333921913444119,1
so,0.10329014279052118,19
soak,0.10328580255715086,1
psychotic,0.10326091503232772,1
wasted,0.10316602985023582,2
libertarian,0.10299797933881753,1
culture,0.10293216876454665,4
Party,0.1029056882014403,5
embarrassing,0.10288622351396859,2
polarizing,0.10283034352148385,2
Hate,0.10282175125938992,2
himself,0.10275209756381136,3
gang,0.10270453462415373,1
gaslight,0.10267722268698629,1
brimming,0.10267699648064312,1
pry,0.10254919764325005,1
intellectual,0.10251951590458216,1
uncomfortable,0.10250958161428267,1
bastard,0.10248971162268876,2
incensed,0.1024513677902607,1
irredeemably,0.10243551137556281,1
abuser,0.10241853715575422,1
refusing,0.10238610975529985,1
think,0.1023837000906581,3
Congress,0.10234914301111502,3
fraying,0.10233328471698092,1
enacted,0.10231898638660933,1
coronavirus,0.10230912994263695,24
once,0.10229504435502315,4
corruption,0.10229217379999309,2
gay,0.10228272031349066,5
incest,0.1022479973258147,1
won,0.10222693110914934,1
apparent,0.1021651027596389,1
vote,0.10208005628749087,1
foreigners,0.10176046289628665,2
worshipping,0.10173925056036726,1
deceptive,0.10173622758941508,2
After,0.10173030945887904,4
splurge,0.10169844833497449,1
unscientific,0.10167439269071032,1
unlike,0.10165383645157207,1
degradation,0.10159796671659165,1
Goddamn,0.10155442722192481,1
awkwardly,0.10154946831320423,2
journalists,0.10154685611973059,1
Mark,0.10152924332724612,1
terrified,0.10150786024186279,1
worst,0.10139932324227147,3
whit,0.10131694107521844,1
allegations,0.10129393880621422,3
evidently,0.1012906641284235,1
backfiring,0.10126509490584404,1
proclaimed,0.10124456526864524,1
segregationists,0.1012434654341711,1
hardline,0.10119219064163397,1
financially,0.10113141913081866,1
And,0.10112280646207522,17
talking,0.1011178868797938,3
ideological,0.10110929854332162,6
unwelcome,0.10108922127671428,1
Pence,0.10108381265359948,2
nonstop,0.10102238788315053,1
anarchic,0.10102017198748903,1
Like,0.10101989135854654,6
make,0.10101547759714331,2
vilify,0.1009801884927925,2
amazing,0.10093731246933087,1
who,0.1009067111195323,44
shows,0.100846803872801,1
eagerly,0.10079746909498351,1
platitudes,0.10072962414714175,1
black,0.1007034533793512,1
backstabbing,0.10061854218248398,1
straight,0.10052534852509988,1
abject,0.10036811670439313,2
supremacy,0.10032937218162462,3
whose,0.10028666380096864,6
BBC,0.100240658343727,1
hell,0.10020339741544107,5
truth,0.1001910617305543,1
loyal,0.10016911598127509,1
quickly,0.10014617337221353,2
following,0.10012151983400822,1
Everyone,0.10007258860782263,1
pretending,0.10004011735305932,4
multiculturalism,0.09990572970023352,1
feminism,0.09985572801207034,1
compromised,0.09985044724644962,2
loser,0.09976424011313982,1
voiceless,0.09976332740560823,2
mind,0.09972721554419883,4
alike,0.09970774118807,1
endless,0.09969605892584403,3
Abuse,0.09969348844465918,1
communities,0.0996065624698476,1
revealing,0.09956184509606343,1
